Date,EloRating,Result,Moves
27/02/23,1070,Ady13messi won on time,d2d4 d7d5 b1c3 g8f6 c1f4 e7e6 g1f3 f8b4 d1d2 b4c3 d2c3 b8c6 b2b4 f6e4 c3b2 d8e7 e2e3 c8d7 b4b5 c6b4 c2c3 b4a2 a1a2 a7a6 b5a6 a8a6 a2a6 b7a6 b2b8 e7d8 b8b1 e8g8 f1d3 e4c3 b1b7 f7f5 e1g1 c3b5 f3e5 a6a5 e5d7 d8d7 d3b5 d7f7 f1e1 h7h6 f2f3 g7g5 f4g3 f5f4 e3f4 g5f4 g3h4 f7h5 h4e7 f8f7 b7c7 h5g6 e1b1 g6b1 g1f2 b1b5 c7d8 g8g7 g2g3 b5b2 f2g1 f4g3 h2g3 b2c1 g1h2 c1d2 h2h3 d2d4 g3g4 d4e3 d8a5 e3f3
27/02/23,1074,Ady13messi won by checkmate,e2e4 b8c6 g1f3 e7e6 b1c3 f7f6 d2d3 c6e5 f3e5 f6e5 g2g3 g7g6 f1h3 d8e7 d1e2 h7h6 e1g1 f8g7 a2a4 g8f6 f2f4 e8g8 f4e5 f6h5 f1f8 e7f8 h3g4 a7a6 g4h5 g6h5 e2h5 g8h7 d3d4 c7c6 c1d2 f8e7 a1f1 b7b5 h5h3 c8b7 g3g4 e7b4 g4g5 b4d4 g1h1 c6c5 g5h6 b7e4 c3e4 d4e4 f1f3 a8f8 h6g7 h7g7 h3g3 g7h8 g3h3 h8g7 d2h6 g7g6 h6f8 e4e1 f3f1 e1e4 h3g2 e4g2 h1g2 c5c4 b2b3 a6a5 a4b5 c4b3 c2b3 d7d5 b5b6 d5d4 b6b7 d4d3 b7b8q d3d2 b8d8 d2d1q d8d1 a5a4 b3a4 g6g5 d1d2 g5g4 d2f4 g4h5 f4h6 h5g4 f1f4
27/02/23,1065,Ady13messi won on time,e2e4 g7g6 e4e5 f8g7 d2d4 b7b6 g1f3 c8b7 b1c3 e7e6 f1e2 g8e7 e1g1 e8g8 b2b4 b7a6 b4b5 a6b7 a2a4 a7a6 c1a3 a6b5 a3e7 d8e7 c3b5 a8a5 b5c7 f8c8 c7b5 b7c6 c2c3 c6b5 e2b5 c8c3 a1c1 e7b4 c1c3 b4c3 d1c1 c3c1 f1c1 f7f6 c1c8 g8f7 c8b8 f6e5 d4e5 h7h6 b5d7 a5c5 h2h3 f7e7 d7b5 g7e5 f3e5 c5e5 b8b6 e5e1 g1h2 h6h5 f2f3 g6g5 b6b7 e7f6 a4a5 e1b1 a5a6 b1a1 a6a7 a1a7 b7a7 e6e5 a7a6 f6f5 a6h6 e5e4 h6h5 e4e3 g2g4
27/02/23,1049,Game drawn - timeout vs insufficient material,e2e4 g7g6 e4e5 f8g7 d2d4 d7d6 g1f3 d6e5 d4e5 d8d1 e1d1 c8g4 c1f4 a7a6 h2h3 g4f3 g2f3 b8c6 f1g2 e8c8 b1d2 c6e5 f4e5 g7e5 h1e1 e5f6 f3f4 e7e6 e1e3 g8e7 e3b3 b7b6 a2a4 g6g5 f4g5 f6g5 b3d3 d8d3 c2d3 g5d2 d1d2 h8d8 a4a5 b6b5 b2b4 e7d5 g2d5 d8d5 a1g1 h7h5 g1g7 d5f5 g7g8 c8d7 g8a8 f5f2 d2e3 f2b2 a8a6 b2b4 a6a8 b4a4 a5a6 c7c6 a8a7 d7c8 a7f7 a4a6 f7h7 b5b4 h7h5 b4b3 h5h8 c8d7 h8h7 d7d6 h7b7 a6a3 e3d2 c6c5 d2c3 d6d5 b7b3 a3b3 c3b3 d5d4 b3c2 e6e5 c2d2 e5e4 d3e4 d4e4 h3h4 e4f5 h4h5 f5g5 h5h6 g5h6 d2e2
27/02/23,1057,chiru333333 won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 d7d6 d2d4 c8g4 d4e5 g4f3 d1f3 c6d4 f3d3 d6e5 c1e3 c7c5 e3d4 e5d4 d3b5 d8d7 b5d7 e8d7 c3d5 g8f6 d5f6 g7f6 e1c1 f8h6 c1b1 b7b5 f1b5 d7d6 c2c3 d6e5 h1e1 a8b8 c3d4 c5d4 b5c6 b8c8 c6d5 c8c7 f2f3 h6e3 d1d3 h8g8 g2g4 g8g5 d3a3 h7h5 g4h5 g5h5 e1h1 h5g5 h2h4 g5g1 h1g1 e3g1 b2b3 g1e3 a3a5 c7c1 b1b2 c1h1 h4h5 h1h5 d5f7 e5f4 a5h5 f4f3 f7d5 f3g4 h5f5 g4g3 f5f6 a7a5 f6a6 d4d3 a6d6 e3d4 b2c1 g3f2 c1d1 f2e3 d6h6 d3d2 h6h3 e3f4 d1d2 d4e5 d2d3
27/02/23,1041,Dehsaelnu won - game abandoned,e2e4 e7e5 b1c3 b8c6 g1f3 d7d6 d2d3 c8g4 c1e3 g4f3 d1f3 g8f6 a2a3 c6d4 e3d4 e5d4 c3d5 f6d5 e4d5 c7c5 d5c6 b7c6 f3c6 e8e7 c6e4 e7d7 e4d4 f8e7 f1e2 h8e8 e1g1 e7f6 e2g4 d7c7 d4c4 c7b8 c4b5 d8b6 b5e8
27/02/23,1034,Ady13messi won by checkmate,d2d4 d7d5 b1c3 g8f6 g2g3 e7e6 f2f3 f8b4 e2e4 b4c3 b2c3 d5e4 f3e4 f6e4 c1d2 f7f5 f1d3 e4d2 d1d2 e8g8 g1f3 c8d7 e1g1 d7c6 f3g5 d8d5 g1f2 h7h6 g5h3 d5g2 f2e1 g2h3 d2e2 f8e8 e1d2 c6g2 f1f2 g2e4 d3e4 f5e4 e2e4 b8c6 a1e1 a8d8 f2e2 d8d6 e4h4 h3h4 g3h4 g8h7 d2d3 a7a5 d3c4 a5a4 d4d5 e6d5 c4c5 e8e2 e1e2 b7b6 c5b5 d5d4 b5a4 d4c3 a4b3 c6d4 b3c3 d4e2 c3b2 e2f4 a2a4 d6d2 b2c3 d2h2 c3b4 h2h4 c2c4 f4d3 b4b5 d3c5 a4a5 b6a5 b5c5 a5a4 c5b4 g7g5 b4a4 g5g4 a4b5 g4g3 c4c5 g3g2 b5c6 g2g1q c6c7 g1g7 c7b6 h4f4 c5c6 f4b4 b6c5 g7d4
27/02/23,1028,SindreBrekke won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d3 f8b4 c1g5 d7d6 g5f6 d8f6 f1e2 b4c5 e1g1 c8g4 c3d5 f6d8 c2c4 g4f3 e2f3 e8g8 a2a3 c6e7 b2b4 e7d5 e4d5 c5d4 a1b1 c7c6 f3e4 c6d5 c4d5 b7b5 d1h5 g7g6 h5d1 a7a5 g1h1 a5b4 a3b4 d8a5 d1d2 a5a7 f2f4 e5f4 f1f4 a7a2 f4f1 a2d2
27/02/23,1022,Ady13messi won by checkmate,e2e4 e7e5 f2f4 b8c6 g1f3 d7d6 f1b5 c8g4 e1g1 g4f3 d1f3 g8f6 f4e5 d6e5 b1c3 f8e7 c3d5 e8g8 d5e7 d8e7 b5c6 b7c6 d2d3 c6c5 c1g5 h7h6 g5h6 g7h6 f3e3 g8h7 f1f3 f6g4 e3d2 f7f6 a1f1 f8f7 h2h3 a8g8 h3g4 g8g4 f3h3 g4g6 d2a5 e7e6 a5c5 e6h3 c5f2 h3e6 f2a7 e6g4 a7f2 c7c5 f2f5 g4g2
27/02/23,1015,Game drawn by agreement,e2e4
27/02/23,1005,Game drawn - timeout vs insufficient material,e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 b5c6 d7c6 f3e5 f8d6 d2d4 d6e5 d4e5 d8d1 e1d1 f6e4 f2f3 e4f2 d1d2 f2h1 b1c3 h1f2 d2e2 f2h1 c1f4 h1g3 f4g3 e8g8 a1d1 c8e6 a2a3 b7b5 f3f4 a7a6 e2f3 e6d5 c3d5 c6d5 d1d5 a8d8 d5c5 d8d2 g3e1 d2d7 e1a5 f8c8 c5c6 h7h6 c6a6 c7c5 a6b6 c5c4 b6b5 d7d1 b2b3 c4b3 c2b3 d1a1 a3a4 c8c2 f3e3 a1a3 e3d3 c2g2 a5b4 a3a2 a4a5 g2h2 d3c4 f7f6 e5f6 g7f6 b4d6 g8f7 b3b4 h2c2 c4d5 c2d2 d5c5 a2c2 c5b6 d2d6 b6b7 h6h5 a5a6 d6d7 b7b8 d7d8 b8b7 d8d7 b7b8 c2c7 b5h5 f7e7 h5h7 e7d6 h7d7 c7d7 a6a7 d7d8 b8b7 d6d7 b4b5 d8c8 b5b6 d7d8 a7a8q c8a8 b7a8 d8d7 b6b7 d7c7 b7b8q c7d7 b8f8 d7e6 f8g8 e6f5 g8c8 f5f4 c8c4 f4g5 a8b7 f6f5 c4c3 f5f4 b7c6 g5g4 c3e1 f4f3 e1g1 g4f4 c6c5 f4e4 g1c1 e4f5 c1f1 f5e4 f1e1 e4f4 e1h4 f4e3 h4h5 f3f2 h5g5 e3e2 g5g1 f2f1q c5d6 f1g1 d6e5 g1e3 e5d5 e3d2 d5c5 d2c2 c5b5 e2d1 b5a6 c2b2 a6a7 d1c2 a7a8
27/02/23,999,Ady13messi won by checkmate,e2e4 e7e5 g1f3 d7d6 b1c3 f7f6 d2d3 c8g4 f1e2 g4f3 e2f3 b8c6 c3d5 d8d7 c2c4 e8c8 d1a4 b7b6 c1e3 c6d4 a4a7 d4f3 g2f3 d7c6 a7a6 c8d7 b2b4 d8a8 b4b5 a8a6 b5c6 d7c6 a2a4 g8e7 e1e2 e7d5 c4d5 c6d7 h1c1 f8e7 c1c4 h8a8 h2h4 b6b5 c4c6 a6a4 a1a4 a8a4 h4h5 b5b4 f3f4 b4b3 c6c1 b3b2 c1b1 a4a1 b1b2 c7c5 b2b7 d7c8 b7e7 a1a2 e2f3 a2a3 e7g7 a3d3 g7h7 c5c4 h7f7 c4c3 h5h6 c3c2 h6h7 c2c1q h7h8q
27/02/23,1000,Ady13messi won on time,e2e4 g7g6 e4e5 f8g7 d2d4 d7d6 g1f3 d6e5 f3e5 g7e5 d4e5 d8d1 e1d1 e7e6 b1c3 g8e7 b2b3 b8c6 c1a3 c6e5 a3e7 e8e7 d1c1 h8d8 c1b2 a7a5 f2f4 e5g4 h2h3 g4f2 h1g1 b7b5 f1b5 a8b8 b5a4 d8d6 c3b5 d6b6 b5c7 b8b7 c7b5 b6b5 a4b5 b7b5 g1f1 f2e4 a2a4 b5b4 f1e1 e4g3 e1e5 b4f4 e5a5 f4f2 a1g1 g3e2 g1d1 f2g2 a5a7 e7f6 d1d8 c8d7 d8d7 g2g3 d7f7 f6g5 f7h7 e2d4 h3h4 g5f6 h7f7 f6e5 a7a5 e5e4 f7h7 g3g2 a5c5 d4f3 c5c4 e4d5 h7d7 d5e5 d7d3 f3e1 d3e3 e5f5 e3e1
27/02/23,1009,Ady13messi won by checkmate,e2e4 e7e5 g1f3 b8c6 f1c4 d7d6 c2c3 c8g4 d2d4 g4f3 g2f3 g8f6 d4d5 c6e7 c1g5 e7g6 b1d2 f8e7 d1c2 a8b8 e1c1 f6d5 g5e7 d5e7 d1g1 e8g8 c4d5 e7d5 e4d5 g6f4 d2e4 f7f5 e4d2 f4e2 c1d1 e2g1 h1g1 f5f4 c2e4 d8h4 g1g2 c7c5 b2b4 b7b6 b4c5 b6c5 d2c4 b8b1 d1c2 b1h1 c4d6 h1h2 d6f5 h4h5 f5g7 h2g2 g7h5 g2f2 c2b3 f8b8 b3a4 f2a2
27/02/23,1015,Learti21 won on time,e2e4 d7d5 e4d5 d8d5 b1c3 d5e6 f1e2 a7a5 g1f3 g8f6 d2d4 b8c6 e1g1 c6b4 e2b5 c7c6 b5d3 b4d3 d1d3 b7b6 f3e5 g7g6 f1e1 e6d6 c3e4 f6e4 d3e4 c8b7 e5d3 e7e6 e4e5 d6e5 d3e5 f8g7 c2c3 e8g8 e5d7 f8d8 d7b6 a8a6 b6c4 g7f8 c4e5 c6c5 c1e3 a6d6 d4c5 d6d5 e3d4 f8g7 a1d1 f7f6 e5c4 f6f5 d4g7 d5d1 g1f1 g8g7 e1d1 d8d1 f1e2 d1a1 a2a3 b7a6 e2d3 e6e5 b2b4 a5b4 c3b4 a1a3 d3c2 a6c4 c2b2 a3a2 b2c3 c4f1 c5c6 a2a8 b4b5 a8c8 c3b4 f1g2 b4c5 e5e4 b5b6 e4e3 f2e3 c8c6 c5b5 g6g5 b6b7 c6c5 b5c5 g2b7 c5d4 f5f4 e3f4 g5f4 d4e5 f4f3 e5f4 g7g6 f4g3 h7h5 g3f2 g6g5 h2h3 h5h4
27/02/23,1005,Game drawn by repetition,e2e4 e7e5 f2f3 b8c6 f1b5 d7d6 b5c6 b7c6 b1c3 c6c5 d2d3 g8f6 c1g5 f8e7 g5f6 e7f6 c3d5 f6e7 d5e7 d8e7 d1d2 e7h4 d2f2 h4f2 e1f2 e8g8 b2b3 f7f5 c2c4 f5e4 d3e4 a7a5 a2a4 a8b8 a1b1 g7g5 h2h3 h7h5 g2g4 h5h4 g1e2 c8d7 h1f1 b8b7 f2g2 f8b8 e2c3 b7b3 b1b3 b8b3 c3d5 d7a4 d5c7 b3b2 f1f2 b2f2 g2f2 g8g7 f2e3 g7f6 e3d3 a4d1 d3e3 d1b3 e3d3 b3d1 d3e3 d1a4 c7d5 f6e6 d5c3 a4b3 e3d3 a5a4 c3b1 e6d7 d3c3 d7c6 b1a3 c6b6 a3b5 b6a5 b5d6 a5b6 d6b5 b6a5 b5a3 b3d1 c3d3 d1f3 d3e3 f3d1 e3d2 d1b3 d2c3 a5b6 a3b5 b6a5 b5a3 b3d1 c3d2 d1f3 d2e3 f3d1 e3d2
27/02/23,1065,Ady13messi won on time,e2e4 e7e5 g1f3 b8c6 b1c3 g7g6 d2d3 f8g7 f1e2 g8e7 c1g5 e8g8 g5e7 d8e7 c3d5 e7d8 a1b1 b7b6 c2c4 c8b7 d5c3 c6d4 f3d4 e5d4 c3b5 a7a6 b5a3 f7f5 e2f3 f5e4 f3e4 d8f6 e1g1 b7e4 d3e4 c7c5 f1e1 h7h5 e4e5 f6f5 g2g3 g7e5 f2f4 e5f6 e1f1 d4d3 d1f3 f6d4 g1h1 a8e8 f3d5 f5d5 c4d5 e8e2 a3c4 b6b5 c4b6 e2b2 b6d7 f8d8 d7e5 d8e8 e5g6 e8e2 b1b2 e2b2 d5d6 g8f7 d6d7 d4f6 g6e5 f7e6 f1e1 c5c4 e5g4 e6d7 g4f6 d7c6 e1e6 c6c7 e6e7 c7d6 e7a7 d3d2 a7a6 d6c5 f6d7
27/02/23,1006,Estudante6 won by resignation,e2e4 e7e5 b1c3 g8f6 g1f3 b8c6 f1c4 d7d6 e1g1 c8g4 d2d3 g4f3 d1f3 c6d4 f3d1 c7c5 c3d5 f6d5 c4d5 a8b8 c2c3 d4e6 d1f3 f7f6 d5e6 f8e7 f3g3 g7g5 e6f5 h7h6 g3h3 e7f8 h3h5 e8e7 h5g6 d8e8 g6e8 b8e8 b2b4 b7b6 b4c5 b6c5 a1b1 e7f7 b1b7 f8e7 b7a7 e8a8 a7a8 h8a8 a2a3 a8b8 c1e3 b8b3 a3a4 b3c3 f1a1 e7d8 a4a5 c3b3 h2h3 b3b5 a5a6 d8a5 a6a7
27/02/23,1076,Ady13messi won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 f8c5 d2d3 g8f6 c1g5 d7d6 g5f6 d8f6 c3d5 f6g6 d5c7
27/02/23,1077,Migaly won by resignation,e2e4 b7b6 e4e5 c8b7 d2d4 e7e6 g1f3 g7g6 g2g3 f8g7 f1g2 g8e7 c1g5 h7h6 g5e7 d8e7 e1g1 e8g8 f3d2 b7g2 g1g2 c7c5 c2c3 c5d4 c3d4 b8c6 d2f3 g6g5 g2g1 e7b4 d1d2 b4d2 b1d2 f8c8 a1c1 c6a5 b2b4 a5c6 d2c4 c6b4 c4d6 b4a2 c1c8 a8c8 d6c8 a2c3 c8d6 a7a5 h2h4 g5h4 f3h4 a5a4 f2f4 a4a3 f1a1 a3a2 g1g2 b6b5 g2f3 b5b4 f3e3 b4b3 e3d3 b3b2 a1a2 b2b1q a2c2 c3d5 d3d2 b1b4 d2c1 b4d4 c2c8 g8h7 d6f7 h6h5 c8h8 g7h8
27/02/23,1083,Ady13messi won by checkmate,e2e4 e7e5 g1f3 b8c6 f1c4 d7d6 d2d3 c8g4 b1c3 g4f3 d1f3 g8f6 c1g5 f8e7 c3d5 c6d4 f3d1 a8b8 c2c3 f6d5 c4d5 e7g5 c3d4 e5d4 d1f3 g5f6 e1g1 c7c5 a1c1 e8g8 a2a3 f6e5 b2b4 b7b6 b4c5 b6c5 c1b1 d8h4 b1b8 h4h2
27/02/23,1092,Spice_Wizard won by resignation,e2e4 e7e5 g1f3 b8c6 d2d4 d7d6 d4d5 c6e7 b1c3 g8f6 c1g5 f6d7 f1b5 g7g6 e1g1 f8g7 a2a4 e8g8 f1e1 d7f6 d1d2 a7a6 b5c4 b7b6 b2b4 c8g4 d2e3 g4f3 e3f3 a6a5 b4a5 a8a5 g5f6 g7f6 f3f6 e7c8 f6d8 f8d8 c3b5 d8d7 c4e2 c8a7 e2g4 d7e7 c2c4 a7b5 c4b5 c7c5 d5c6 a5a7 e1d1 d6d5 d1d5 a7a8 d5d7 e7d7 g4d7 a8d8 a1d1 g8f8 c6c7 d8a8 c7c8q a8c8 d7c8 f8e7
27/02/23,1082,Ady13messi won by checkmate,e2e4 e7e5 g1f3 b8c6 d2d4 d7d6 d4e5 c6e5 f3e5 d6e5 d1d8 e8d8 f1c4 g8f6 c4f7 f6e4 f2f3 e4f6 c1g5 f8e7 h2h4 c8f5 e1d2 h7h6 g2g4 f5d7 g5e3 f6d5 e3f2 d5f4 b1c3 e7b4 a2a3 b4c3 b2c3 d7c6 a1d1 c6f3 d2e3 f3d1 h1d1 d8e7 f7b3 f4g2 e3e4 h8f8 f2c5 e7f6 c5f8 a8f8 d1f1 g2f4 g4g5 h6g5 h4g5 f6g5 f1g1 g5f6 g1f1 g7g5 e4e3 f6e7 f1d1 f4g2 e3e4 f8f4 e4d5 g2e3 d5e5 e3d1 b3c4 f4c4 e5d5 c4c3 d5d4 c3h3 c2c4 g5g4 d4e4 g4g3 e4f5 g3g2 f5g6 g2g1q g6f5 g1f2 f5g5 h3g3 g5h5 f2h2
27/02/23,1070,Ady13messi won on time,e2e4 e7e5 g1f3 d7d6 b1c3 c7c6 d2d3 h7h6 f1e2 g7g5 e1g1 f8g7 f3d2 g8f6 d2c4 c8e6 b2b3 b7b6 a2a4 b8d7 b3b4 h8g8 b4b5 c6c5 c3d5 f6d5 c4d6 e8e7 d6f5 e6f5 e4f5 d5f6 e2f3 a8b8 f3c6 e7f8 g2g4 f6e8 c1b2 g7f6 f1e1 e8d6 c2c4 f8g7 d1f3 g8e8 f3g3 e8e7 h2h4 d8h8 h4h5 h8d8 e1e2 d8f8 c6d7 b8d8 d7c6 e5e4 c6e4 d6e4 b2f6 e4f6 e2e7 f8e7 a1d1 e7d6 g3d6 d8d6 g1g2 f6g4 g2g3 g4f6 f2f4 g5f4 g3f4 d6d4 f4e5 d4h4 d1g1 g7f8 e5f6 h4h5 g1g7 h5g5 g7f7 f8e8 f7a7 g5g8 a7e7 e8d8 e7b7 d8c8 b7b6 g8f8 f6e7 f8f5 b6h6
01/03/23,1112,Ady13messi won by checkmate,e2e4 c7c5 e4e5 e7e6 g1f3 b8c6 c2c3 d8c7 d2d4 c5d4 c3d4 g8e7 c1e3 e7f5 f1d3 f8b4 b1c3 f5e3 f2e3 e8g8 e1g1 d7d5 a2a3 b4c3 b2c3 a7a6 f3d2 b7b5 d2b3 c6a5 b3c5 a5c4 d3c4 b5c4 a3a4 c8b7 a1b1 b7c6 h2h4 f8b8 b1b8 a8b8 h4h5 h7h6 g2g4 c7a5 d1f3 b8b7 c5b7 c6b7 f3f7 g8h7 f7g6 h7g8 g6e6 g8h7 f1f8 a5c3 e6g6
01/03/23,1104,Denizkocak won by checkmate,e2e4 g8f6 e4e5 f6d5 d2d4 e7e6 g1f3 c7c5 b1c3 c5d4 c3d5 e6d5 d1d4 b8c6 d4d5 c6b4 d5d1 f8e7 f1e2 e8g8 c2c3 b4c6 e1g1 d7d6 e5d6 e7d6 c1d2 f7f6 e2c4 g8h8 d1c2 h7h6 c4d3 f6f5 f3d4 c6e5 d4f5 e5d3 f5d6 d8d6 f1d1 d3f2 d1f1 f2g4 f1f8 d6f8 a1f1 f8d6 a2a3 d6h2
01/03/23,1112,Ady13messi won by checkmate,d2d4 d7d5 c1f4 g8f6 b1c3 e7e6 g1f3 f8b4 a2a3 b4c3 b2c3 f6e4 d1d3 f7f5 e2e3 e8g8 f1e2 b8c6 e1g1 c6a5 f3d2 e4d2 d3d2 a5c4 e2c4 d5c4 d2e2 b7b5 f1b1 a7a6 a3a4 c7c6 a4b5 c6b5 b1d1 d8d5 f4e5 c8d7 a1a2 d7c6 f2f3 f5f4 e3e4 d5d7 d1a1 c6b7 e2d2 f8d8 e5f4 d8e8 f4e5 h7h5 d2g5 d7f7 g5h5 f7h5 h2h3 h5g5 a1f1 g5d2 e5d6 d2c3 d6e5 a6a5 f1d1 c3e3 g1h2 e3h6 c2c3 g8f7 d1g1 e8h8 a2e2 h6h5 h2g3 h8h6 g3f2 h6g6 f2e1 h5h4 e1d2 h4g5 f3f4 g5h4 g2g3 h4h3 g1g2 h3h1 g2f2 h1a1 d2e3 a1c1 e3f3 c1c3 f3g2 c3g3 g2f1 g3g1
01/03/23,1107,Ady13messi won by checkmate,d2d4 d7d5 b1c3 g8f6 g1f3 e7e6 c1g5 f8b4 e2e3 b4c3 b2c3 b8c6 f1b5 c8d7 b5c6 d7c6 f3e5 c6d7 d1f3 d7c8 e1g1 e8g8 g5f6 d8f6 f3f6 g7f6 e5g4 g8h8 g4f6 a7a5 a1b1 h8g7 f6g4 f8g8 f2f4 e6e5 g4e5 f7f6 e5f3 c8f5 b1b2 f5e4 b2b7 g7h8 g1h1 e4c2 b7c7 c2d3 f1b1 d3b1 a2a3 a8b8 c7a7 b1e4 h2h3 e4f3 g2f3 b8b1 h1h2 b1g1 h3h4 g8g2 h2h3 g2g3 h3h2 g3g8 h4h5 g1g7 a7a5 h7h6 a5d5 g8b8 c3c4 b8b2 h2h3 h8g8 c4c5 g8f7 a3a4 f7e6 e3e4 b2b3 d5d6 e6e7 e4e5 b3f3 h3h2 f3f4 a4a5 f4h4
01/03/23,1116,Ady13messi won by checkmate,e2e4 e7e5 g1f3 b8c6 b1c3 f8b4 d2d3 b4c3 b2c3 d7d6 c3c4 c8g4 f1e2 g8f6 c1g5 e8g8 g5f6 d8f6 e1g1 c6d4 f3d4 e5d4 e2g4 a8d8 a1b1 d8b8 f2f4 f6h4 f4f5 f8e8 g2g3 h4h6 h2h4 g7g6 f5g6 f7g6 g4d7 e8e5 f1f3 g6g5 d1f1 g5h4 f3f6 h6e3 f6f2 e3g3 f2g2 b8d8 g2g3 h4g3 d7f5 g8h8 f1h3 d8g8 h3h7
01/03/23,1072,Ady13messi won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 f8b4 d2d3 g8f6 c1d2 b4c3 d2c3 e8g8 c3e5 c6e5 f3e5 f8e8 e5f3 d7d6 f1e2 c8g4 e1f1 g4f3 e2f3 d8e7 a2a4 c7c5 a4a5 d6d5 e4d5 a8d8 c2c4 b7b6 a5b6 a7b6 g2g3 d8a8 a1a8 e8a8 f1g2 a8e8 h1f1 e7d7 f1e1 h7h6 e1e8 f6e8 f3e4 e8f6 f2f3 f6e4 f3e4 f7f5 d1e2 f5e4 e2e4 b6b5 c4b5 d7b5 e4e6 g8h7 d5d6 b5b2 g2h3 b2b8 d6d7 b8d8 e6e8 d8g5 d7d8q g5f5 h3g2
01/03/23,1100,bokiboki03 won by resignation,g1f3 b8c6 e2e4 e7e5 f1c4 d7d6 d2d3 c8g4 e1g1 g4f3 d1f3 g8f6 b1c3 c6d4 f3d1 f8e7 c3b5 c7c5 b5d4 e5d4 c4b5 f6d7 d1g4 a7a6 b5d7 d8d7 g4g7 e8c8 g7g3 h8g8 g3f3 g8g7 h2h3 d8g8 g1h2 d6d5 c1f4 g7g2 h2h1 e7d6 f1g1 d6f4 g1g2 g8g2 f3g2 d5e4 d3e4 f7f6 g2g8 c8c7 g8g2 f4e5 f2f3 d7b5 b2b3 a6a5 a1d1 b5b4 g2g7 c7c6 f3f4 e5d6 e4e5 f6e5 f4e5 d6e5 g7e5 b4c3 e5e8 c6d5 e8f7 d5c6 f7f6
01/03/23,1108,Game drawn by stalemate,e2e4 e7e5 d1h5 b8c6 f1c4 g7g6 h5f3 g8f6 c2c3 f8g7 b2b4 d7d6 h2h3 a7a6 g2g4 b7b5 c4d5 c8b7 d2d3 f6d5 e4d5 c6e7 c3c4 b5c4 c1b2 c4d3 f3d3 e7d5 d3e4 d5f4 e4b7 e8g8 g1e2 f4d3 e1d2 d3b2 b1c3 d8g5 d2c2 b2c4 b7a7 a8a7 c3d5 g5d2 c2b3 d2d5 e2c3 c4d2 b3a4 d5c6 b4b5 c6c3 a1c1 c3d4 a4a5 a6b5 a5b5 a7b7 b5c6 d4c5 c1c5 d6c5 c6b7 c5c4 b7c7 c4c3 h1c1 e5e4 c1c3 g7c3 c7d6 c3g7 d6d5 d2f3 d5e4 f3e5 f2f4 e5d7 e4d5 f8d8 d5e4 d7c5 e4f3 d8a8 f3g3 a8a2 g4g5 a2a3 g3g4 h7h5 g5h6 g7h6 g4h4 g8g7 h4g4 f7f5 g4h4 c5e4
01/03/23,1072,Ady13messi won by checkmate,e2e4 e7e6 e4e5 f7f6 d2d4 b8c6 g1f3 f6e5 d4e5 d7d6 e5d6 c7d6 f1b5 c8d7 e1g1 g8f6 c1g5 h7h6 g5f6 g7f6 b1c3 a7a6 b5c6 d7c6 f1e1 d8d7 f3h4 h8g8 d1d2 e8c8 d2e3 f6f5 e3a7 c6g2 a7a8 c8c7 a8a7 g2d5 g1f1 f8e7 c3d5 c7c8 a7a8
01/03/23,1063,H1tach1 won by checkmate,g1f3 b8c6 d2d4 d7d5 c2c4 g8f6 b1c3 e7e6 c1g5 f8b4 g5f6 d8f6 c4d5 b4c3 b2c3 e6d5 g2g3 e8g8 f1g2 c8g4 e1g1 a8e8 h2h3 g4e6 e2e3 f6h6 a1b1 e6h3 f3h2 h3f5 b1b7 e8e6 b7c7 f5h3 g2h1 h3f1 h1d5 e6g6 d5f7 g8h8 f7g6 h6g6 d1f1 c6a5 g1g2 g6e4 g2g1 h7h6 f1d1 f8f5 d1g4 e4b1 g1g2 f5g5 g4c8 h8h7 c8d7 b1e4 h2f3 e4c2 f3g5 h6g5 d7g7
01/03/23,1086,Ady13messi won by resignation,e2e4 d7d5 e4d5 d8d5 b1c3 d5e6 f1e2 e6c6 e2b5
01/03/23,1093,Ady13messi won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d3 f8c5 c1g5 h7h6 g5f6 d8f6 c3d5 f6d6 c2c4 c6d4 f3d4 c5d4 a1b1 c7c6 d5c3 d4c3 b2c3 e8g8 f1e2 c6c5 e1g1 d6a6 b1a1 a6a3 d1d2 d7d6 h2h3 g7g6 f2f4 h6h5 f4e5 d6e5 d2h6 c8e6 f1f3 a3b3 f3g3 b3c3 e2h5 c3a1 g1h2 f7f6 h5g6 e6f7 g6f5
